entity:taxon_id	actual_taxa	cholgen	read1	read2	run	te	vibecheck_reads_classification_notes	vibecheck_reads_confidence	vibecheck_reads_lineage
VB0262	Asia|IND|ERR2668612|UNK|2000-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/f2783134-0ce8-4d7c-bec1-35c74b3af438/call-fastq_dl_sra/ERR2668612_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/f2783134-0ce8-4d7c-bec1-35c74b3af438/call-fastq_dl_sra/ERR2668612_2.fastq.gz	ERR2668612	UNK	Freyja results: T7(100.0%)	1	T7
VB0263	Africa|COD|ERR10146577|T10|2015-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/ff8f198d-6ea1-46af-81f1-926eff1c7aba/call-fastq_dl_sra/ERR10146577_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/ff8f198d-6ea1-46af-81f1-926eff1c7aba/call-fastq_dl_sra/ERR10146577_2.fastq.gz	ERR10146577	T10	Freyja results: T10(100.0%)	1	T10
VB0264	Asia|BGD|SAMD00182556|UNK|2013-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/2809594d-0912-43ab-91e1-6b5d2f4856d3/call-fastq_dl_sra/DRR189319_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/2809594d-0912-43ab-91e1-6b5d2f4856d3/call-fastq_dl_sra/DRR189319_2.fastq.gz	DRR189319	UNK	Freyja results: T9(100.0%)	1	T9
VB0265	Asia|IND|SAMD00059638|UNK|2009-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/4933fcdb-c5a2-4864-a350-2cc111aa55e4/call-fastq_dl_sra/DRR069034_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/4933fcdb-c5a2-4864-a350-2cc111aa55e4/call-fastq_dl_sra/DRR069034_2.fastq.gz	DRR069034	UNK	Freyja results: T9(100.0%)	1	T9
VB0266	Asia|IND|SAMD00059640|UNK|2009-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/76f25a4a-d851-40a9-807e-8d950f163081/call-fastq_dl_sra/DRR069036_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/76f25a4a-d851-40a9-807e-8d950f163081/call-fastq_dl_sra/DRR069036_2.fastq.gz	DRR069036	UNK	Freyja results: T9(100.0%)	1	T9
VB0267	Asia|IND|SAMD00059641|UNK|2009-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/f688776a-9b32-41be-8cea-b19f3fd6c0dd/call-fastq_dl_sra/DRR069037_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/f688776a-9b32-41be-8cea-b19f3fd6c0dd/call-fastq_dl_sra/DRR069037_2.fastq.gz	DRR069037	UNK	Freyja results: T9(100.0%)	1	T9
VB0268	Asia|IND|SAMD00059648|UNK|2010-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/19470e28-8159-45ca-81d1-8e7b71ac84da/call-fastq_dl_sra/DRR069044_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/19470e28-8159-45ca-81d1-8e7b71ac84da/call-fastq_dl_sra/DRR069044_2.fastq.gz	DRR069044	UNK	Freyja results: T12(100.0%)	1	T12
VB0269	Asia|IND|SAMD00059661|UNK|2011-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/84ffd4fb-2a79-420f-a3a4-7b3bee46323a/call-fastq_dl_sra/DRR069057_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/84ffd4fb-2a79-420f-a3a4-7b3bee46323a/call-fastq_dl_sra/DRR069057_2.fastq.gz	DRR069057	UNK	Freyja results: T12(100.0%)	1	T12
VB0270	Asia|IND|SAMD00059664|UNK|2012-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/1851410c-e5ff-40b1-840f-cf86f940abc4/call-fastq_dl_sra/DRR069060_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/1851410c-e5ff-40b1-840f-cf86f940abc4/call-fastq_dl_sra/DRR069060_2.fastq.gz	DRR069060	UNK	Freyja results: T12(100.0%)	1	T12
VB0271	Asia|IND|SAMD00182569|UNK|2015-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/c4cb2b43-b5ac-4088-87f8-a4892cf08404/call-fastq_dl_sra/DRR189332_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/c4cb2b43-b5ac-4088-87f8-a4892cf08404/call-fastq_dl_sra/DRR189332_2.fastq.gz	DRR189332	UNK	Freyja results: T13(100.0%)	1	T13
VB0272	Asia|IND|SAMD00182571|UNK|2015-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/76b7b4d5-866c-41cf-bba7-b4518266e60c/call-fastq_dl_sra/DRR189334_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/76b7b4d5-866c-41cf-bba7-b4518266e60c/call-fastq_dl_sra/DRR189334_2.fastq.gz	DRR189334	UNK	Freyja results: T13(100.0%)	1	T13
VB0273	Asia|IND|SAMD00182576|UNK|2016-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/75bc4fa4-78d2-4ce0-a9ad-bfe572a1ca5a/call-fastq_dl_sra/DRR189339_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/75bc4fa4-78d2-4ce0-a9ad-bfe572a1ca5a/call-fastq_dl_sra/DRR189339_2.fastq.gz	DRR189339	UNK	Freyja results: T13(100.0%)	1	T13
VB0274	Asia|IND|SAMD00182577|UNK|2016-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/0fc765f9-19bd-4bc5-bd35-64587d86fb6a/call-fastq_dl_sra/DRR189340_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/0fc765f9-19bd-4bc5-bd35-64587d86fb6a/call-fastq_dl_sra/DRR189340_2.fastq.gz	DRR189340	UNK	Freyja results: T13(100.0%)	1	T13
VB0275	Asia|IND|SAMD00182580|UNK|2016-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/ab22e5d3-84cc-43c0-9fc2-1230514f5ce2/call-fastq_dl_sra/DRR189343_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/ab22e5d3-84cc-43c0-9fc2-1230514f5ce2/call-fastq_dl_sra/DRR189343_2.fastq.gz	DRR189343	UNK	Freyja results: T13(100.0%)	1	T13
VB0276	Asia|THA|ERR1485233|UNK|2010-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/d8be4d0e-ecaf-4532-9bde-8a11e3de1bdd/call-fastq_dl_sra/ERR1485233_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/d8be4d0e-ecaf-4532-9bde-8a11e3de1bdd/call-fastq_dl_sra/ERR1485233_2.fastq.gz	ERR1485233	UNK	Freyja results: T12(100.0%)	1	T12
VB0277	Asia|BGD|SAMD00182583|UNK|2010-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/8b89ad8b-6bdd-42e7-9453-ec797784f875/call-fastq_dl_sra/DRR189346_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/8b89ad8b-6bdd-42e7-9453-ec797784f875/call-fastq_dl_sra/DRR189346_2.fastq.gz	DRR189346	UNK	Freyja results: T9(100.0%)	1	T9
VB0278	Asia|BGD|SRR5986135|UNK|2011-06-14	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/72749532-2f2b-489b-aa14-af8dc90f928f/call-fastq_dl_sra/SRR5986135_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/72749532-2f2b-489b-aa14-af8dc90f928f/call-fastq_dl_sra/SRR5986135_2.fastq.gz	SRR5986135	UNK	Freyja results: T12(100.0%)	1	T12
VB0279	Asia|BGD|SRR5986158|UNK|2012-07-20	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/0bd3571a-6fed-4881-b696-2053d2f6ca7e/call-fastq_dl_sra/SRR5986158_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/0bd3571a-6fed-4881-b696-2053d2f6ca7e/call-fastq_dl_sra/SRR5986158_2.fastq.gz	SRR5986158	UNK	Freyja results: T9(100.0%)	1	T9
VB0280	Asia|BGD|SRR5986157|UNK|2012-07-27	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/9b8876a4-22d7-420f-8809-55b74ff0e34f/call-fastq_dl_sra/SRR5986157_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/9b8876a4-22d7-420f-8809-55b74ff0e34f/call-fastq_dl_sra/SRR5986157_2.fastq.gz	SRR5986157	UNK	Freyja results: T9(100.0%)	1	T9
VB0281	Africa|TZA|ERR2442248|T10|2015-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/4d25a958-bcd9-4a24-8d9b-22b07d0068c2/call-fastq_dl_sra/ERR2442248_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/4d25a958-bcd9-4a24-8d9b-22b07d0068c2/call-fastq_dl_sra/ERR2442248_2.fastq.gz	ERR2442248	T10	Freyja results: T10(100.0%)	1	T10
VB0282	Africa|TZA|ERR2442250|T10|2015-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/950f1229-fd6d-4919-b2f7-5b55b8889942/call-fastq_dl_sra/ERR2442250_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/950f1229-fd6d-4919-b2f7-5b55b8889942/call-fastq_dl_sra/ERR2442250_2.fastq.gz	ERR2442250	T10	Freyja results: T10(100.0%)	1	T10
